id,symbol,name,chain,ecosystem,address,usd_price,mcap,fdv,volume_24h,total_liquidity,price_change_percentage_1h,price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_30d,volume_change_percentage_7d,volume_change_percentage_30d,mcap_change_percentage_7d,mcap_change_percentage_30d,price_high_24h,price_ath,circulating_supply,total_supply,support,resistance,rsi,sma,total_holder_count,holder_count_change_percentage_24h,fifty_percentage_holding_wallet_count,first_100_buyers_initial_bought,first_100_buyers_initial_bought_percentage,first_100_buyers_current_holding,first_100_buyers_current_holding_percentage,top_10_holder_balance,top_10_holder_percentage,top_50_holder_balance,top_50_holder_percentage,top_100_holder_balance,top_100_holder_percentage,top_25_holder_buy_24h,top_25_holder_sold_24h,wallet_address,wallet_balance,dev_wallet_total_holding_percentage,dev_wallet_outflow_txs_count_24h,dev_wallet_outflow_amount_24h,fresh_wallet,dev_sold,dev_sold_percentage,bundle_wallet_count,bundle_wallet_supply_percentage,mindshare_3d,mindshare_change_percentage_3d,impression_count_3d,impression_count_change_percentage_3d,engagement_count_3d,engagement_count_change_percentage_3d,follower_count_3d,smart_follower_count_3d,mindshare_7d,mindshare_change_percentage_7d,impression_count_7d,impression_count_change_percentage_7d,engagement_count_7d,engagement_count_change_percentage_7d,follower_count_7d,smart_follower_count_7d,last_updated_at
yaptrade,YT,YapTrade,base,base,,0.0001,205773.00,205773.00,1.05,64086.40,-0.02,-6.54,2.52,-22.24,-58.40,-48.50,4.00,-15.00,0.0001,0.0004,1499859995.12,,,,59.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.228Z
dobi-by-virtuals,DOBI,Dobi,base,virtuals,,0.0002,205742.00,,104.00,100710.00,,0.60,5.40,0.80,-94.00,53.50,5.30,0.00,,,,998565274.05,0.0002148578,0.0002784748,29.07,0.0002501260,25549,,23.00,105765929.54,10.59,3957312.76,0.40,356980336.71,35.75,561540816.97,56.23,593283952.06,59.41,421598.00,0.00,0xbda6878a527d58021a5780277dd3752921166220,29128912.10,2.90,,,False,False,51.28,1,3.27,,,,,,,,,,,,,,,,,2025-06-13T08:50:57.773Z
podflow-ai-by-virtuals,POD,Podflow AI by Virtuals,base,virtuals,,0.0002,202389.00,202389.00,381.86,110621.10,0.48,-9.03,-4.84,-36.79,-68.10,-89.10,-9.20,-35.80,0.0002,0.0034,989679444.35,989679444.35,0.0001923045,0.0002516777,37.77,0.0002249048,31937,,207.00,,,,,134094531.08,13.55,256569787.09,25.92,308955319.05,31.22,0.00,0.00,0x8083adb3de65acfedfceda067fb39faa92922d89,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:50:57.740Z
0x719abebd68f9d08b720d7475ff7b30559eeff8df-prototype,FITRI,Fitri,base,virtuals,,0.0002,202383.00,,4262.10,,,-8.50,-44.00,-42.60,-95.80,-78.00,-44.00,-42.50,,,,,0.0001933670,0.0003172851,19.65,0.0002606849,754,0.40,35.00,894006470.78,89.40,175866336.86,17.59,233326798.61,23.33,546577040.95,54.66,660980555.39,66.10,1226437.20,0.00,0xf92b7f2ba45c3e2433702ac6723dba45da4a5d40,45803087.50,4.60,,,True,False,8.40,1,4.58,,,,,,,,,,,,,,,,,2025-06-13T08:40:16.728Z
cpa-by-virtuals,CPA,CPA by Virtuals,base,virtuals,,0.0003,202310.00,288663.00,2240.09,119931.50,1.97,-13.43,5.52,-44.57,521.40,57.60,-2.20,-45.50,0.0003,0.0077,700851433.80,1000000000.00,0.0002648007,0.0003855298,21.42,0.0003161280,19687,0.01,155.00,135917422.22,13.59,1522539.65,0.15,228155981.24,22.82,331594729.67,33.16,380874011.67,38.09,0.00,1350000.00,0x02e946039dd716795388a6c268fefb3bb206caea,,,,,True,False,20.58,3,1.04,,,,,,,35871,45,,,,,,,35871,45,2025-06-13T08:44:18.059Z
defido,DEFIDO,DeFido,base,base,,0.0002,201990.00,201990.00,253.03,60295.10,-0.18,-9.28,-4.53,-14.39,-98.30,-96.50,-15.20,-17.50,0.0003,0.2693,867093176.00,,0.0002017898,0.0003130959,31.12,0.0002521682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:03.903Z
bonk-on-base,BONK,Bonk On Base,base,base,,0.0000,198989.00,198989.00,1432.91,68438.40,0.84,-12.55,-4.13,-33.24,395.60,-52.80,-6.90,-32.60,0.0000,0.0000,100000000000000.00,,0.0000000019,0.0000000024,20.00,0.0000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.221Z
slap,SLAP,Slap,base,base,,0.0002,195943.00,195943.00,18436.85,,0.08,-10.55,-36.72,,9.70,0.00,0.00,0.00,0.0002,0.0004,1000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:39.318Z
triviagent-by-virtuals-genesis,TRIVI,TriviAgent,base,virtuals,,0.0002,195845.00,,2420.60,90007.30,,-6.50,-6.80,-7.20,-26.40,-81.80,-6.80,-7.20,,,,,0.0001720199,0.0002239507,36.09,0.0001931897,942,1.07,3.00,123104279.70,12.31,5241031.58,0.52,566102028.70,56.61,674400181.00,67.44,700308796.46,70.03,3807195.80,0.00,0xee0b91a41eb1faef101cc4ce3722499a7276f6bd,88324500.50,8.80,,,False,False,60.47,6,11.66,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.372Z
brett-s-cat,BALT,Brett's cat,base,base,,0.0002,195564.00,195564.00,646.74,56266.60,-0.18,-4.45,5.95,-47.19,-92.20,-87.20,-24.60,-45.50,0.0002,0.0087,954330513.70,,0.0001979442,0.0002683214,18.09,0.0002281666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.225Z
eolas,EOLAS,Eolas ☴,base,base,,0.0093,195424.00,195424.00,11288.37,67329.30,-0.03,-25.00,-21.47,-53.84,250.30,393.90,-11.30,-50.70,0.0124,0.1085,21000000.00,,0.0092421330,0.0160928115,35.67,0.0127272367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808,65,,,,,,,2808,65,2025-06-13T08:45:48.634Z
dose-token,DOSE,DOSE,base,base,,0.0001,190213.00,290615.00,104041.00,339.20,-1.28,-5.28,-20.39,-57.43,-16.80,216.60,-21.40,-56.50,0.0001,0.3732,3272596175.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.612Z
defai,DEFAI,DeFAI,base,base,,0.0002,189048.00,214597.00,1250.55,54588.00,-0.45,0.17,4.01,-19.91,248.00,-63.30,0.80,-7.20,0.0002,0.0097,880944516.76,,0.0002074655,0.0002587065,48.50,0.0002248639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7782,91,,,,,,,7782,91,2025-06-13T08:45:48.641Z
fred-trader-bot-by-virtuals,FRED,Fred Trader Bot,base,virtuals,,0.0002,188148.00,,478.40,90366.60,,-10.50,7.30,48.30,-0.40,2427.30,7.30,0.00,,,,1000000000.00,0.0001911438,0.0002678293,30.27,0.0002292506,1347,0.07,1434.00,75691905.70,7.57,816035.39,0.08,126405631.19,12.64,246873354.94,24.69,285206679.08,28.52,0.00,0.00,0x9a1ee67e454bb963183884e7e2872fc0016613d3,338981.90,,,,False,True,142.20,1,0.04,,,,,,,,,,,,,,,,,2025-06-13T08:40:05.694Z
tiny-panda,$TINYP,Tiny Panda,base,base,,0.0000,188064.00,188064.00,71.35,161592.60,,0.14,7.00,1.40,625.80,2602.70,7.00,1.40,0.0000,0.0000,100000000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.236Z
lil-brett,LILB,Lil Brett,base,base,,0.0002,186604.00,186604.00,413.74,46612.80,,-4.98,17.08,-2.37,402.80,-89.00,16.00,0.30,0.0002,0.0039,1000000000.00,,,,79.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.238Z
cloudland,CLO,Cloudland,base,base,,0.0000,182527.00,182527.00,621.68,102346.00,-0.04,-6.44,-1.46,-39.10,13.30,-95.10,-2.20,-40.90,0.0000,0.0000,1000000000000.00,,0.0000001793,0.0000002085,24.71,0.0000001947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.229Z
based-fwog,FWOG,Based Fwog,base,base,,0.0000,179417.00,179417.00,4586.94,110246.90,-0.04,-19.06,-14.87,-55.93,1258.70,-92.60,-17.60,-57.70,0.0000,0.0001,100000000000.00,,0.0000017786,0.0000023583,10.08,0.0000021556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.244Z
nothing-by-virtuals-genesis,NOTHING,NOTHING by Virtuals,base,virtuals,,0.0004,179087.00,,8468.80,123132.60,,-18.40,-43.10,0.00,9.00,0.00,-43.10,0.00,,,,1000000000.00,0.0003306181,0.0005378502,31.05,0.0004383234,4284,0.09,4099.00,75071470.49,7.51,1166412.67,0.12,21341480.55,2.13,46244777.27,4.62,52417562.38,5.24,4949920.20,0.00,0x6285613f3df78f17a656314e4d154e6a7c061bef,1782719.70,0.20,,,True,False,61.61,1,0.18,,,,,,,889,24,,,,,,,889,24,2025-06-13T08:40:35.534Z
pepe-clanker,PEPEC,Pepe Clanker,base,base,,0.1788,178796.00,178796.00,1586.21,40193.70,-0.04,-9.36,15.22,-38.88,-89.60,-71.50,16.20,-44.10,0.1991,4.5100,1000000.00,,0.1563874226,0.2349048702,33.39,0.1966681908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.223Z
runner-3,RUNNER,RUNNER,base,base,,0.1782,178187.00,178187.00,2095.69,43867.00,2.01,-3.27,20.54,-44.67,130.50,-85.70,22.00,-38.00,0.1905,1.2800,1000000.00,,0.1705734824,0.2321421400,32.83,0.1873551852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.645Z
noderzz-by-virtuals,NODE,noderzz by Virtuals,base,virtuals,,0.0002,176555.00,176555.00,108.03,87050.90,0.91,-8.12,1.38,-35.32,989.60,-13.60,-8.70,-35.30,0.0002,0.0057,1000000000.00,1000000000.00,0.0001675787,0.0002255184,27.57,0.0001981085,29030,0.01,62.00,855507503.71,85.55,79535872.44,7.95,290098664.82,29.01,431493400.32,43.15,492734241.73,49.27,0.00,0.00,0x28dc7115f04cee1b9a334038b098f33a55a65e37,424793.00,,,,True,False,4.32,43,29.76,0.01980625521152091,,,,,,1908,25,0.009558091210951511,-43.84,,,,,1908,25,2025-06-13T08:44:19.012Z
ling-by-virtuals-genesis,LING,Ling,base,virtuals,,0.0002,174530.00,,378.70,84303.70,,-12.90,-11.10,-67.00,-91.50,-99.90,-11.10,-67.00,,,,,0.0001663585,0.0002145689,22.20,0.0001949097,550,0.18,530.00,105881113.29,10.59,11738405.65,1.17,89024476.75,8.90,138105687.29,13.81,145415015.07,14.54,0.00,0.00,0x777bed6c3ddc75675ed7400ca1852623b6cdd7e2,,,,,False,False,55.82,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.377Z
keira,KEIRA,Keira,base,virtuals,,0.0003,173739.00,323843.00,94.17,110484.30,2.07,-7.13,7.56,-22.52,-94.30,54.90,-0.50,-25.30,0.0004,0.0029,536492522.30,1000000000.00,0.0002931520,0.0004006193,40.74,0.0003485870,12072,0.01,12251.00,56262013.97,5.63,,,226313170.09,22.63,272730326.70,27.27,299579383.83,29.96,0.00,0.00,0x2d144b664a28b6379b7b32ebb6d5d21c038229d0,163507477.70,16.40,,,True,False,69.26,3,16.68,,,,,,,1589,52,0.0047790456054757555,,,,,,1589,52,2025-06-13T08:44:19.468Z
ghffb47yii2rteeyy10op,GHFFB47YII2RTEEYY10OP,ghffb47yii2rteeyy10op,base,base,,0.0000,171607.00,171607.00,3607.83,106091.50,-0.04,-14.52,13.86,-16.70,5798.90,72.40,10.60,-16.40,0.0000,0.0001,100000000000.00,,0.0000014757,0.0000028217,25.06,0.0000019185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.237Z
syncvault,SVTS,SyncVault,base,base,,0.3428,171323.00,342645909.00,459683.00,206.50,0.25,-2.66,1.79,1.02,20.00,-21.50,-1.00,0.20,0.3534,0.3949,500000.00,,,,52.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.230Z
cora,CORA,Cora,base,virtuals,,0.0002,168718.00,191140.00,3416.16,92459.40,2.69,1.44,18.76,4.17,142.40,-12.80,17.60,-2.30,0.0002,0.0039,881433753.32,998572092.32,0.0001509993,0.0001944868,55.78,0.0001742542,26590,,46.00,,,,,247785321.42,24.81,440813586.78,44.14,500261145.00,50.10,14244313.80,0.00,0x2b3411b01a03f870c9fa886ae9625dfe1818ac66,,,,,True,False,0.00,1,,,,,,,,922,10,,,,,,,922,10,2025-06-13T08:44:19.922Z
raoni-by-virtuals,RAONI,Raoni,base,virtuals,,0.0002,167375.00,,1312.90,21630.00,,-4.90,23.50,25.20,73.40,-79.30,23.50,25.20,,,,977336811.04,0.0001483759,0.0002157885,52.56,0.0001903359,9251,0.03,32.00,,,,,415584115.53,42.52,524603684.51,53.68,557444161.18,57.04,0.00,0.00,0x4adcec2448c2b07e60bf217eb659ac348cf900b6,245838686.70,24.60,,,False,False,63.49,2,28.47,0.023371381149594674,,636730,262.52,12122,51.37,7422,71,0.011278547628922782,-76.73,857798,165.98,22017,11.53,7422,69,2025-06-13T08:40:06.354Z
veritas,VPT,Veritas,base,base,,0.0014,167257.00,1415851.00,51463.00,2418.40,,,0.00,-32.38,0.00,-7.90,0.00,-24.80,,0.0136,118131599.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.623Z
rubicon,RUBI,Rubicon,base,base,,0.0004,166436.00,3660484.00,657.89,,-0.01,-5.51,-0.48,,43.60,0.00,-2.20,0.00,0.0004,0.0015,454682292.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:39.316Z
threatslayerai-by-virtuals,SLAYER,ThreatSlayerAI by Virtuals,base,virtuals,,0.0002,161553.00,161553.00,1614.34,87453.70,0.90,-3.96,4.73,147.46,-85.30,229.90,4.30,141.30,0.0002,0.0049,1000000000.00,1000000000.00,0.0001484002,0.0001882092,37.73,0.0001718485,3300,0.03,110.00,209300256.51,20.93,1936974.78,0.19,112033871.74,11.20,235731270.51,23.57,295523189.56,29.55,0.00,0.00,0x7311ce65213b6903acb102923356a38be0113144,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:44:20.430Z
tiny-fren,SMOL,Tiny Fren,base,base,,0.0000,160586.00,160586.00,2272.03,107477.60,-0.04,-14.30,2.04,-41.62,-38.60,-79.10,-0.70,-39.50,0.0000,0.0000,100000000000.00,,0.0000015611,0.0000019968,36.76,0.0000018318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614,102,,,,,,,2614,102,2025-06-13T08:45:56.222Z
lil-symma-by-virtuals,SYMMA,Lil Symma,base,virtuals,,0.0002,159755.00,,120.00,58836.00,,0.30,-0.30,-18.50,31.50,164.50,0.00,-18.50,,,,998551325.30,0.0001648904,0.0002171320,40.99,0.0001909932,29154,,2.00,1305549885.66,130.74,592461540.35,59.33,673584667.19,67.46,698663664.64,69.97,698764323.21,69.98,0.00,0.00,0xa4dd858bd465006467d12be368e72746acd81e62,117600783.40,11.80,,,False,False,0.00,1,13.17,,,,,,,,,,,,,,,,,2025-06-13T08:40:06.693Z
gamer-tag,GMRT,The Game Company,base,base,,0.0045,159629.00,4487254.00,12612.06,33742.10,-1.46,-7.17,-8.36,-64.13,-93.30,-98.00,-1.70,-62.40,0.0050,0.1043,35265339.60,,0.0041980225,0.0054398131,33.12,0.0047865351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:40.416Z
oxai,OXAI,Oxai,base,base,,0.0040,159377.00,398443.00,21.49,44780.40,-0.04,-9.01,18.52,-17.91,-95.60,95.00,17.10,-17.10,0.0044,0.0099,40000000.00,,,,68.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.642Z
basic-dog-meme,DOG,Basic Dog Meme,base,base,,0.0002,159172.00,159172.00,420.93,13862.40,0.11,0.87,22.53,-40.10,144.40,637.10,15.50,-39.90,0.0002,0.0082,1000000000.00,,0.0001188723,0.0001756184,41.37,0.0001428334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.229Z
operating-system,OPSYS,Operating System,base,base,,0.0000,155258.00,155258.00,10277.79,65401.40,-0.14,-15.15,66.85,82.40,58.10,61.30,62.90,76.80,0.0000,0.0000,100000000000.00,,0.0000013172,0.0000023025,45.16,0.0000017800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:03.912Z
javlis-by-virtuals,JAVLIS,Javlis,base,virtuals,,0.0002,154651.00,,1562.30,86491.60,,-2.00,-10.20,-24.90,342.30,2381.50,-10.20,0.00,,,,1000000000.00,0.0001704539,0.0002125121,40.43,0.0001935080,1387,0.87,60.00,69665937.20,6.97,13481125.80,1.35,200755284.07,20.08,353718295.10,35.37,412848359.67,41.28,0.00,17651194.00,0x51cdb3fe30e7fbed9df51ee7e0bf636f69137299,1104780.90,0.10,5,110200.00000,True,True,102.82,3,0.51,,,1426,29.99,84,64.71,2167,12,,,2523,22836.36,135,6650,2167,12,2025-06-13T08:50:57.777Z
warpcore,CORE,Warpcore,base,base,,27.0100,154279.00,154279.00,219.21,141675.50,-0.03,-1.05,-6.02,-16.34,248.40,-10.00,-11.60,-15.70,27.6600,100.2200,5708.01,,24.3788616321,36.2995416475,26.13,30.6542593084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.234Z
barry-the-badger,BARRY,Barry the badger,base,base,,0.0002,151957.00,151957.00,99931.00,45556.80,-0.01,-17.84,-22.54,-75.56,-12.10,-26.70,-23.20,-75.40,0.0002,0.0028,979999726.00,,0.0001472439,0.0002190097,5.98,0.0001866129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.631Z
blep-super-meme,BLEP,Blep Super Meme,base,base,,0.0002,151625.00,151625.00,5289.17,36798.30,1.64,-22.37,-27.90,-31.94,-41.40,-96.30,-42.30,-62.20,0.0002,0.0039,1000000000.00,,0.0001380055,0.0002127341,26.88,0.0001811009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:03.906Z
florence-finance-medici,FFM,Florence Finance Medici,base,base,,0.0007,151334.00,731865.00,60.51,36191.10,-0.24,-9.09,-0.23,-17.91,385.50,4707.20,6.50,-5.90,0.0008,0.1307,206777925.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.235Z
kasu-hunter-by-virtuals,KASU,Kasu Hunter,base,virtuals,,0.0001,148594.00,,94.60,77563.30,,-2.40,-2.00,-40.40,-40.30,-97.60,0.00,-40.40,,,,999993911.91,,,40.45,,27631,,17.00,,,,,389671691.73,38.97,682556286.17,68.26,740258163.17,74.03,0.00,0.00,0x7dbe3d0eaa926741a0d519a29664fcc00b180d3b,139999999.00,14.00,,,True,False,40.58,1,14.06,,,325,-4.13,10,-9.09,101,6,,,839,-59.13,31,-45.61,101,6,2025-06-13T08:50:57.778Z
dackieswap-2,DACKIE,DackieSwap,base,base,,0.0019,147633.00,147633.00,2939.98,33948.10,-1.71,-20.33,-9.38,-56.03,31.30,-65.70,-10.90,-52.70,0.0024,0.0339,79074457.97,,0.0018552049,0.0031265419,8.38,0.0023391429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:48.644Z
sport-bettor-ai,ZEBRO,Sport Bettor AI,base,virtuals,,0.0001,147554.00,147554.00,15.39,101530.00,,-10.59,8.71,-13.22,-71.90,-69.90,3.60,-13.20,0.0002,0.0003,999239020.43,999239020.43,,,74.07,,3906,,3993.00,59009025.14,5.91,6332217.91,0.63,171473006.56,17.16,255207502.57,25.54,284676509.46,28.49,0.00,0.00,0x11d2168f37409b96453e4de1e0e39b1d5bbe0812,,,,,False,False,3.33,1,,,,,,,,773,24,,,,,,,773,24,2025-06-13T08:44:21.995Z
wrapped-near-universal,UNEAR,Wrapped NEAR (Universal),base,base,,2.2600,148307.00,148307.00,15460.09,57288.60,0.90,-9.60,-1.79,-29.19,143.80,-50.20,-6.00,-26.80,2.5000,8.1700,65572.09,,2.1757362404,2.7302656812,25.02,2.4856278446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.229Z
lottery-token-2,LOT,Lottery Token,base,base,,0.0001,147410.00,147410.00,19.12,50951.00,,-4.32,7.91,3.25,-99.10,-95.90,7.90,9.40,0.0002,0.0009,1000000000.00,,,,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.239Z
morpho-mai,MMAI,Morpho MAI,base,base,,1.0130,146713.00,146713.00,0.00,,-0.02,-0.03,-0.03,0.00,0.00,0.00,0.00,-0.10,1.0140,1.0360,144924.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.233Z
braza-by-virtuals,BRAZA,BRAZA by Virtuals,base,virtuals,,0.0001,142006.00,142006.00,2479.93,80143.70,0.82,-17.06,49.90,-3.93,126818.40,687.80,41.70,-4.80,0.0002,0.0024,1000000000.00,1000000000.00,0.0001319637,0.0002004123,30.22,0.0001585549,650,0.15,10.00,,,,,385171572.84,38.52,628800682.03,62.88,685678398.33,68.57,0.00,0.00,0x6c935523a324300620f7e2167b4f7126f3d290e9,70436761.60,7.00,,,True,False,0.00,1,7.04,,,,,,,,,,,,,,,,,2025-06-13T08:44:22.929Z
otto,$OTTO,Otto,base,base,,0.0001,140122.00,140122.00,688.63,42960.30,-0.04,-19.48,-8.65,-55.79,1104.00,-70.10,-4.40,-52.00,0.0002,0.0091,1000000000.00,,0.0001387671,0.0001796669,31.42,0.0001578721,,,,,,,,,,,,,,,,,,,,,,,,,,0.011685690574797337,-3.26,,,,,19815,95,0.019498506070341082,-53.59,,,,,19815,95,2025-06-13T08:45:48.644Z
based-butthole,BUTTHOLE,Based Butthole,base,base,,0.0000,139342.00,139342.00,405.71,93109.90,-0.02,-9.09,5.07,-38.70,-57.70,-88.70,1.80,-38.50,0.0000,0.0000,100000000000.00,,0.0000013131,0.0000015739,48.04,0.0000014544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.227Z
dotheysupportitbot-by-virtuals,DTSI,DoTheySupportItBot,base,virtuals,,0.0001,135495.00,,950.40,87868.00,,-4.60,19.70,-5.40,423.30,70.90,19.70,-5.30,,,,1000000000.00,0.0001203463,0.0002514131,20.79,0.0001643379,32487,,59.00,291599313.71,29.16,382063.14,0.04,196675420.17,19.67,409004937.31,40.90,493185601.86,49.32,3008720.40,0.00,0x33425257b937989c2b59d3a5aaac0edc382fb57d,12280639.60,1.20,,,False,False,0.00,1,1.23,,,,,,,,,,,,,,,,,2025-06-13T08:40:06.221Z
saitoshi-by-virtuals,SAI,Saitoshi by Virtuals,base,virtuals,,0.0001,135176.00,,19.40,74363.60,,-5.20,-4.30,-39.20,-42.50,-80.50,-4.30,-39.10,,,,1000000000.00,0.0001358684,0.0001800000,45.46,0.0001539323,1106,,16.00,678466231.37,67.85,200430479.17,20.04,402720048.69,40.27,510943266.24,51.09,534806893.86,53.48,142210.20,0.00,0xa799b0c79c2f207b802a1da23c43e56d2d86ed76,200430479.10,20.00,,,True,False,61.92,8,25.15,,,84,-88.54,,,1511,29,,,1137,-39.59,25,-39.02,1511,29,2025-06-13T08:44:23.892Z
lightspeed,SPEED,Lightspeed,base,base,,0.0005,134703.00,159106.00,343.14,141675.50,-0.29,-5.58,5.46,-7.86,281.20,-84.60,-0.80,-7.20,0.0006,0.0024,253810580.31,,0.0005391995,29.7047856417,90.27,3.6567610942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.236Z
randomdex,RDX,RandomDEX,base,base,,0.0009,133539.00,916721.00,1852.77,19564.40,-0.09,-14.38,-13.71,-48.63,106.90,39.90,-14.40,-52.30,0.0011,0.0355,143652847.26,,,,30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.229Z
alf,ALF,ALF,base,base,,0.0000,132794.00,132794.00,20630.00,33987.20,0.00,-2.37,-0.09,-37.13,-9.60,-15.80,2.40,-36.70,0.0000,0.0001,100000000000.00,,0.0000013309,0.0000015418,30.70,0.0000014321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.231Z
monocle-by-virtuals-genesis,MONO,Monocle,base,virtuals,,0.0005,132186.00,,44953.50,139223.40,,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1000000000.00,0.0004642896,0.0008318996,32.89,0.0006214791,808,4.80,740.00,590770086.84,59.08,14888185.89,1.49,42301545.71,4.23,94085405.81,9.41,108791673.39,10.88,4351663.60,243334.00,0xbc9840a15d7a38ecd4648bf9d30d371cc6a9e2f6,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:35.555Z
moby-2,MOBY,MOBY,base,base,,0.0000,130858.00,130858.00,56.08,200.00,,,0.00,-8.68,0.00,-72.40,0.00,-6.60,,0.0004,10000000000.00,,,,65.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.240Z
chirppad,CHPD,ChirpPad,base,base,,0.0005,130669.00,539105.00,13489.41,47389.80,0.51,-14.20,5.26,23.80,-16.90,-80.00,2.00,27.30,0.0006,0.0026,242381905.00,,0.0005212367,0.0006542004,15.78,0.0006116192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:46:03.901Z
nikita-by-virtuals,NIKITA,NIKITA by Virtuals,base,virtuals,,0.0001,130628.00,130628.00,2895.63,78725.60,1.56,-16.62,0.65,-36.92,-98.90,-99.20,3.60,-32.10,0.0002,0.0080,997293477.19,997293477.19,0.0001244127,0.0001742234,31.31,0.0001512796,97937,0.01,53.00,16329948.32,1.64,5063829.18,0.51,146406502.80,14.68,240280942.35,24.09,282730843.70,28.35,0.00,0.00,0x20db6e29332e78ac639ed078bde3ae1ffac71870,,,,,True,False,8.41,2,0.16,,,1618,1.25,70,1.45,245,6,,,4054,-23.31,164,7.19,245,6,2025-06-13T08:50:57.730Z
upside-down-meme,WEWE,WEWECOIN,base,base,,0.0000,127355.00,127355.00,7.86,5994.10,-1.18,-0.26,-1.73,-40.84,-35.30,29.00,-1.40,-39.60,0.0000,0.0004,100000000000.00,,,0.0000021904,34.83,0.0000015510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13T08:45:56.221Z
