id,symbol,name,chain,ecosystem,address,usd_price,mcap,fdv,volume_24h,total_liquidity,price_change_percentage_1h,price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_30d,volume_change_percentage_7d,volume_change_percentage_30d,mcap_change_percentage_7d,mcap_change_percentage_30d,price_high_24h,price_ath,circulating_supply,total_supply,support,resistance,rsi,sma,total_holder_count,holder_count_change_percentage_24h,fifty_percentage_holding_wallet_count,first_100_buyers_initial_bought,first_100_buyers_initial_bought_percentage,first_100_buyers_current_holding,first_100_buyers_current_holding_percentage,top_10_holder_balance,top_10_holder_percentage,top_50_holder_balance,top_50_holder_percentage,top_100_holder_balance,top_100_holder_percentage,top_25_holder_buy_24h,top_25_holder_sold_24h,wallet_address,wallet_balance,dev_wallet_total_holding_percentage,dev_wallet_outflow_txs_count_24h,dev_wallet_outflow_amount_24h,fresh_wallet,dev_sold,dev_sold_percentage,bundle_wallet_count,bundle_wallet_supply_percentage,mindshare_3d,mindshare_change_percentage_3d,impression_count_3d,impression_count_change_percentage_3d,engagement_count_3d,engagement_count_change_percentage_3d,follower_count_3d,smart_follower_count_3d,mindshare_7d,mindshare_change_percentage_7d,impression_count_7d,impression_count_change_percentage_7d,engagement_count_7d,engagement_count_change_percentage_7d,follower_count_7d,smart_follower_count_7d,last_updated_at
0x6816fbf36bede5a31b96801058b72c50ff81eb85-prototype,ALGO,Agent algo,base,virtuals,,0.0000,10262.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,23,,,754537756.29,75.45,26793033.16,2.68,26793033.16,2.68,26793033.16,2.68,26793033.16,2.68,0.00,0.00,0x368cd50e024da29ec5b608b3b78e6543fec01e2b,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:26.706Z
0x3c700caa78c7f10aa158d55d4c806a9ed2c6069d-prototype,ARK,ArrakisXBT,base,virtuals,,0.0000,10210.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,4.00,173145827.21,17.31,24290843.40,2.43,24290843.40,2.43,24290843.40,2.43,24290843.40,2.43,0.00,0.00,0x200e2dc6b9dd4973ab6beff49b8cd33bfb56da1d,22578438.10,2.30,,,True,False,0.00,1,2.26,,,,,,,,,,,,,,,,,2025-06-18T17:03:03.089Z
0x2434cd49d90032b745a4434ba2c55eebdcafe777-prototype,FATHER,The GodFather of Virtuals,base,virtuals,,0.0000,9821.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,36,,34.00,916796517.92,91.68,66129.64,0.01,5176381.44,0.52,5176381.44,0.52,5176381.44,0.52,0.00,0.00,0xdfc4c084360e3047f255f69f5046f71dbf944629,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:02:02.850Z
0x1a92a95a2836bee46b7b2b941b92bad44f7a6adf-prototype,IZUMI,Izumi,base,virtuals,,0.0000,9723.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,6,,,238555314.99,23.86,162724.68,0.02,162724.68,0.02,162724.68,0.02,162724.68,0.02,0.00,0.00,0x08db0031acd2b7601b9875042d23f832a7794d02,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:02:02.668Z
santa-by-virtuals,SANTA,SANTA by Virtuals,base,virtuals,,0.0020,2004568.00,,24578.00,298579.30,,-11.40,-54.00,245.20,-40.50,178.10,-55.10,245.20,,,,1000000000.00,0.0019853916,0.0034247095,25.19,0.0025598131,34331,0.08,326.00,910392004.64,91.04,1375211.81,0.14,94801922.35,9.48,205188208.60,20.52,257576401.70,25.76,1312475.80,0.00,0x3e26bc8a451fb742926430dba3594eb22415b699,,,,,True,True,100.00,2,0.00,,,3152,2.97,71,57.78,2994,55,,,10756,-14.86,214,-26.21,2994,54,2025-06-18T16:49:27.853Z
elon,ELON,Elon,base,base,,0.0000,569426.00,569426.00,45195.00,2273.80,-1.62,11.01,-24.95,-0.90,-15.90,18.70,-17.50,11.30,0.0000,0.0001,685219781741.00,685219781741.00,,,37.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:52.150Z
saitoshi-by-virtuals,SAI,Saitoshi by Virtuals,base,virtuals,,0.0001,90559.00,,2607.80,58891.10,,1.20,-49.60,-59.10,990.50,231.80,-49.60,-59.10,,,,1000000000.00,,,30.00,,1100,,16.00,678466231.37,67.85,200430479.17,20.04,371899267.40,37.19,466832970.14,46.68,489466668.73,48.95,419650.40,0.00,0xa799b0c79c2f207b802a1da23c43e56d2d86ed76,200430479.10,20.00,,,True,False,61.92,8,25.15,,,,,,,1469,29,0.0051957012845845665,,1424,-18.81,50,0,1469,29,2025-06-18T16:50:13.242Z
0xe08fe1856f4b7fee7e66e4a25c4e7e3e7246ba95-prototype,PUNK,PUNK,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,11,,,175428427.98,17.54,0.51,0.00,0.51,0.00,0.51,0.00,0.51,0.00,0.00,0.00,0x568dc476b4af661248caea5f43ba861aee1a03fe,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:25.541Z
0x1176f78f93a03b16536a2cd9f0d1f08e0f09d9a7-prototype,VFI,VideoFi AI,base,virtuals,,0.0000,12468.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,3,,2.00,485248332.18,48.52,,,,,,,,,0.00,0.00,0xff94e6d2089e4be9c461533bebcbc22cbd2841d3,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:01:01.661Z
6bazsjwxuclkrpbyqawtnj2rp16df8hrjkmmy17dvirt-prototype,GRAEME,Agent Graeme,base,virtuals,,0.0000,11674.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:07.866Z
0xaa9ce17b4b635176c744264d3579a4e2b6538ffc-prototype,HER,Her,base,virtuals,,0.0000,11252.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,178,,176.00,,,,,67468972.97,6.75,70605288.04,7.06,70605288.04,7.06,0.00,0.00,0x1af3b65ffa0222c447dd4373299071f945eb36a2,8182494.40,0.80,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:26.681Z
0x69dd536abf6781dc3a1dd5b663c266778069691a-prototype,APIG,Angry Pig,base,virtuals,,0.0000,10010.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,63,,,832670523.93,83.27,14593.16,0.00,14600598.39,1.46,14600598.39,1.46,14600598.39,1.46,0.00,0.00,0x038c8d416055106be1259c2e9e33c70d76863c48,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:04:03.917Z
0xbc5d5354592c38ed874d4826704b46e90c1b4f84-prototype,AURI,Auri,base,virtuals,,0.0000,9972.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,10.00,560468262.34,56.05,12757614.18,1.28,12757614.18,1.28,12757614.18,1.28,12757614.18,1.28,0.00,0.00,0xad7338612fc67719573492c41b3d13429f717812,12644137.10,1.30,,,False,False,0.00,1,1.26,,,,,,,,,,,,,,,,,2025-06-18T16:52:51.524Z
arcadia,AAA,Arcadia,base,base,,0.2715,1442373.00,27042592.00,913407.00,664082.60,-0.12,3.98,-54.98,198.75,-35.80,4075.80,-58.30,14.40,0.3061,1.0450,5333707.31,,0.2342927932,0.3966852934,47.36,0.2941010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:43.863Z
burnieai-by-virtuals-genesis,ROAST,BurnieAI,base,virtuals,,0.0005,457237.00,,2751.90,133423.00,,-6.30,-36.30,-70.00,-81.90,-98.60,-36.30,-70.10,,,,,0.0004420795,0.0006496727,34.88,0.0005399277,3846,0.50,3736.00,109098922.17,10.91,2635313.98,0.26,34802331.83,3.48,76744833.79,7.67,96639494.73,9.66,0.00,0.00,0x1b19d30c6b6d3161668738b169f8920507e7f22a,,,,,False,False,0.00,1,,0.09259782664287297,239.31,7038,-19.5,166,-4.05,3297,72,0.04707305363833617,160.46,16375,85.01,353,105.23,3297,72,2025-06-18T16:54:11.556Z
0xb35e484675c218ac35705a325be6728a310bc37a-prototype,GOJO,Gojo Sensei,base,virtuals,,0.0000,13886.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,2,,1.00,5741840.92,0.57,19991.00,0.00,19991.00,0.00,19991.00,0.00,19991.00,0.00,0.00,0.00,0x500c2ce13c35ab3239f1ab0e00baf223ba6725d3,19991.00,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:20.769Z
0x86ad24911368f318281047f9e48adddb9392b057-prototype,MURAD,Murad,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,13,,12.00,417947633.60,41.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0xc85ba1aa3ba2990ad70eb5e3dfd4a6e053f1327b,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:05:04.965Z
0x87f04e59a042ad60eaf328373864b43b45d3b2a3-prototype,TAC,Tech Accelerator,base,virtuals,,0.0000,13800.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,11.00,302044156.29,30.20,0.68,0.00,0.68,0.00,0.68,0.00,0.68,0.00,0.00,0.00,0x9eb3dc08802e57dd391b56caa81dd50bc3e50c91,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:05:04.969Z
0xe64903eacf2485a44700376fbe2f772fe71a5fb6-prototype,REAL,REAL $TRUMP ADDRESS,base,virtuals,,0.0000,12468.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,9,,8.00,264599666.47,26.46,,,,,,,,,0.00,0.00,0xb478e702a5f9a936b8715280dc3f0d6eebaa73ff,,,,,False,True,200.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:52:56.172Z
0x2b80f8c123ad2196461c58c2b5523ff429c56d35-prototype,HIVE,The Hive,base,virtuals,,0.0000,11023.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,15,,,731822416.90,73.18,60977536.51,6.10,60977536.51,6.10,60977536.51,6.10,60977536.51,6.10,0.00,0.00,0xe497f00c67c730aaa2e3ad986dfacb3b2aa2442a,0.90,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T16:53:10.498Z
0xed7cc4b2c59af575f2c79a69b6129989b77c16e5-prototype,FALCON,Falcon Stable,base,virtuals,,0.0000,9867.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,33,,,,,,,7479328.14,0.75,7479328.14,0.75,7479328.14,0.75,0.00,0.00,0x1c11705fa58913fd98d1120eb2a43e88c550104e,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:52:44.125Z
0x6ec165137e1e64bbd693333ece741fa906e52aa1-prototype,YUMI,Kkiri yukumi cook,base,virtuals,,0.0000,9817.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,4,,3.00,496996581.53,49.70,4960458.75,0.50,4960458.75,0.50,4960458.75,0.50,4960458.75,0.50,0.00,0.00,0x9f317858337a24ec36b1bc75d80b782b17157462,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:50:26.647Z
0xc6b5747bfd224f51113ff07313d57fbb4130f936-prototype,FLAME,Flame AI,base,virtuals,,0.0000,9775.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,,432327127.58,43.23,2850538.16,0.29,2850538.16,0.29,2850538.16,0.29,2850538.16,0.29,0.00,0.00,0x17550294846b2847310a2dfea7a6ddadeba602d3,0.20,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T16:52:38.675Z
0x1e36c91cc89373752fc1223486a67f016ba129e7-prototype,SNIPER,miko179684,base,virtuals,,0.0000,9756.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,,563170188.45,56.32,1850986.40,0.19,1850986.40,0.19,1850986.40,0.19,1850986.40,0.19,0.00,0.00,0x7cf752fdf2ab3fa87d2635622feebdaf7b8be082,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:02:02.719Z
0x57c6849422e4da5fb3e5737c1740bfdbf62b9832-prototype,SHIT,shit,base,virtuals,,0.0000,9751.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,6,,5.00,300935804.79,30.09,1598563.88,0.16,1598563.88,0.16,1598563.88,0.16,1598563.88,0.16,0.00,0.00,0xab256207b80b70bffb1819f9a0b0fae6e2784cd3,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:04:03.821Z
xion-2,XION,XION,base,base,,0.9696,34582515.00,193940371.00,7926373.00,10.50,-2.05,-4.76,-27.38,0.87,-34.60,-22.80,-25.60,8.10,1.0320,6.8300,35663039.01,,0.0012826569,11748.0876019623,33.42,1.3382733180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:27.430Z
eagle-ai,EAI,Eagle AI,base,base,,0.1889,7297307.00,18892647.00,223193.00,944019.10,-0.83,9.40,-9.75,-41.69,3.00,2.20,-10.40,-41.30,0.1923,0.6446,38625115.51,,0.1714639743,0.1922649572,70.80,0.1815211736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:27.444Z
santa-by-virtuals,SANTA,SANTA by Virtuals,base,virtuals,,0.0020,2004568.00,,24578.00,298579.30,,-11.40,-54.00,245.20,-40.50,178.10,-55.10,245.20,,,,1000000000.00,0.0019853916,0.0034247095,25.19,0.0025598131,34331,0.08,326.00,910392004.64,91.04,1375211.81,0.14,94801922.35,9.48,205188208.60,20.52,257576401.70,25.76,1312475.80,0.00,0x3e26bc8a451fb742926430dba3594eb22415b699,,,,,True,True,100.00,2,0.00,,,3152,2.97,71,57.78,2994,55,,,10756,-14.86,214,-26.21,2994,54,2025-06-18T16:49:27.853Z
bullieverse,BULL,Bullieverse,base,base,,0.0011,958638.00,1112730.00,107051.00,274.60,0.27,-0.21,-11.55,-28.24,-22.30,27.60,-10.80,-25.70,0.0011,0.3773,861519222.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:43.862Z
0x0141cec09c378152a219c9f1a88cde6b2501205f-prototype,CHILL,Chill GUY AI,base,virtuals,,0.0000,14206.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,4.00,285259336.77,28.53,11352718.29,1.14,11352718.29,1.14,11352718.29,1.14,11352718.29,1.14,0.00,0.00,0x0446bf97a8f52bd07683a1db3bbfdb2ebb78d071,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:18.966Z
0xb869bdbcaeee375d1370ae3c22fef7f909fabc56-prototype,CHAIN,Onchain,base,virtuals,,0.0000,13959.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,7.00,630139001.01,63.01,2627302.40,0.26,2627302.40,0.26,2627302.40,0.26,2627302.40,0.26,0.00,0.00,0x28bd5389ba0e78ad609a9f0a33eb896c9534385d,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:43.378Z
0x95bb3a5dc08c9a9c84a2a689c8281966427b3575-prototype,AIBTC,AI Bitcoin,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,2,,1.00,58728826.92,5.87,,,,,,,,,0.00,0.00,0xb9b3b01eee2fc05fe5b0fbb059141ecbcd61e9cb,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:05:05.024Z
0x748d929b20632288aef5979b919d33a3e21f0147-prototype,SSAI,Suissma Ai,base,virtuals,,0.0000,9930.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,30,,29.00,,,,,10662723.91,1.07,10662723.91,1.07,10662723.91,1.07,0.00,0.00,0xaf5eb6caf38e47673e8294235b859068e2be5732,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:05:04.894Z
0xed7cc4b2c59af575f2c79a69b6129989b77c16e5-prototype,FALCON,Falcon Stable,base,virtuals,,0.0000,9867.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,33,,,,,,,7479328.14,0.75,7479328.14,0.75,7479328.14,0.75,0.00,0.00,0x1c11705fa58913fd98d1120eb2a43e88c550104e,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:52:44.125Z
0xf3af02d890e25350670c22e83aa960c38867fd66-prototype,PALAI,PaladinAI,base,virtuals,,0.0000,9795.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,30,,,581101936.13,58.11,3858303.31,0.39,3858303.31,0.39,3858303.31,0.39,3858303.31,0.39,0.00,0.00,0x6aa404870140a208a3a1e848e019d65ff4050aeb,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:50:22.851Z
synapse-2,SYN,Synapse,base,base,,0.1252,27426240.00,31298985.00,3729066.00,,-0.45,-1.41,-27.38,-43.71,-2.80,-44.70,-25.20,-44.60,0.1294,4.9200,219066529.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:17.895Z
ducky-city,DCM,Ducky City,base,base,,0.0000,57796.00,92025.00,4.62,20260.20,,,-8.08,1.39,-84.70,-96.60,-8.10,0.50,,0.0028,3454270835.00,,,,29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:01:08.534Z
0x1d789b189abfa54a3ad06408f968ca3508ebd6ca-prototype,$PNUT,PNUT,base,virtuals,,0.0000,17811.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,4,,3.00,59729495.40,5.97,,,,,,,,,0.00,0.00,0x9b3b65fa35448616cb883b693fe70960aaf2841e,,,,,False,True,96.23,1,,,,,,,,,,,,,,,,,,2025-06-18T17:02:02.705Z
0x9ce2ede19623995f0f65609f1a590658a79bef56-prototype,MERGE,Merging Minds,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,6,,5.00,,,,,,,,,,,0.00,0.00,0xf328e67ae36eff452ab66625a5d1dfa44d5d59e5,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:05:59.103Z
0x6172471773d2f5b9ea5cf4c5b97cd65b519574f5-prototype,GEMAI,GemAi,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,9,,8.00,360455295.41,36.05,0.72,0.00,0.72,0.00,0.72,0.00,0.72,0.00,0.00,0.00,0xcd1ed4136105f70f469d72123b667e6d373c16b4,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:20.777Z
13na28vuw5pnf7fexudwfbxdda5wsughykzbwkyxvirt-prototype,HALO,Halo Agent,base,virtuals,,0.0000,11657.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:11.522Z
0xaa9ce17b4b635176c744264d3579a4e2b6538ffc-prototype,HER,Her,base,virtuals,,0.0000,11252.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,178,,176.00,,,,,67468972.97,6.75,70605288.04,7.06,70605288.04,7.06,0.00,0.00,0x1af3b65ffa0222c447dd4373299071f945eb36a2,8182494.40,0.80,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:26.681Z
0x050720109b1c63c623841c032e5e6ac88d0bc008-prototype,MORTY,Morty,base,virtuals,,0.0000,9778.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,14,,12.00,378311708.76,37.83,3016989.43,0.30,3016989.43,0.30,3016989.43,0.30,3016989.43,0.30,0.00,0.00,0x699176c4c55d7f6bc6f29dd4e4034793003d9b4f,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:01:01.481Z
0x84827aa1c1d7148f60755a6dfb5fb70423b72355-prototype,MIND,LexiMind,base,virtuals,,0.0000,9770.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,40,,,,,,,2576086.16,0.26,2576086.16,0.26,2576086.16,0.26,0.00,0.00,0x9b81cee95d4e4348553e741ad257bca60f48bdf3,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:52:36.815Z
lpc_ai_lumi-by-virtuals,LUMI,LPC_Ai_Lumi by Virtuals,base,virtuals,,0.0008,819380.00,,162.80,204525.30,,-2.50,-29.40,-9.80,-99.60,-99.50,-29.20,-9.50,,,,1000000000.00,0.0008128125,0.0010173007,25.55,0.0009355248,3648,,3531.00,91182440.70,9.12,7179016.13,0.72,87896001.43,8.79,125533698.38,12.55,143042751.84,14.30,0.00,10010000.00,0x6ec21ab956f0264b7c7da435dfffc6a39fac922e,26390.60,,,,False,False,66.74,4,0.12,,,281,45.6,35,118.75,3902,,,,519,112.7,52,5100,3902,,2025-06-18T17:01:01.556Z
skai,SKAI,Skillful AI,base,base,,0.0030,336319.00,2966556.00,124921.00,25747.30,0.04,-6.41,-37.81,-67.66,-9.60,4.40,-33.70,-65.30,0.0042,0.2527,113370157.66,,0.9959407603,1.0048429585,50.45,0.9994808438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:43.872Z
ai-market-compass,AIM,AI Market Compass,base,base,,0.0061,240057.00,391832.00,1710.76,159022.50,0.00,-4.09,-13.65,-43.21,-13.50,1040.00,-12.50,-42.50,0.0063,0.0958,39541494.00,,0.0060638565,0.0104189177,22.99,0.0073043066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:00:52.144Z
fomo-tocd,FOMO,FOMO TOCD,base,base,,0.0018,104899.00,104899.00,12.45,17114.10,0.02,1.09,-13.65,-7.77,-34.30,-82.40,-11.30,-7.70,0.0018,0.0585,59036618.92,,,,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:01:00.117Z
0x8c4849bb4e10251a7f1bb09ab1dce88f6beb0bfd-prototype,NEO,The One,base,virtuals,,0.0000,17811.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,7,,6.00,339123722.40,33.91,,,,,,,,,0.00,0.00,0xfb9e70cfd228b35917507a42bd5e47ca3841d2fe,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:31.815Z
0x343001fc34cbc32c2502bb4d9628e29375ec481d-prototype,$DOIT,I can do it,base,virtuals,,0.0000,14217.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,2,,1.00,35496873.47,3.55,11746746.23,1.17,11746746.23,1.17,11746746.23,1.17,11746746.23,1.17,0.00,0.00,0x8a097d2d0927dabbf69d33c3d9af3434870e1e3a,11746746.20,1.20,,,True,False,0.00,1,1.17,,,,,,,,,,,,,,,,,2025-06-18T17:02:03.006Z
0xa85e4eadf734f5b6adad74997a80e096cb5d08fc-prototype,$FISH,Fish,base,virtuals,,0.0000,13888.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,4,,,,,,,115486.66,0.01,115486.66,0.01,115486.66,0.01,0.00,0.00,0x4241c96afb26e671f5ce69887c3f0d08204a38a0,115486.70,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:20.754Z
0x0a5ae2956d90833318793b5b59d1e0d9c50076a5-prototype,WATCH,Whale watch,base,virtuals,,0.0000,9843.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,22,,21.00,550187844.92,55.02,6305169.84,0.63,6305169.84,0.63,6305169.84,0.63,6305169.84,0.63,0.00,0.00,0x420403360c3314d80d9fe504dec0c9807671e7b8,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:01:01.598Z
0x02cab81ac35c9010e3f06963acf8c430b19618d9-prototype,RXG,ReadyGamer,base,virtuals,,0.0000,9804.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,15,,14.00,955883260.17,95.59,4294354.17,0.43,4294354.17,0.43,4294354.17,0.43,4294354.17,0.43,0.00,0.00,0x3155f91c1138bca3552257099b0c5abdb3d1ead9,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T17:06:05.075Z
0xf3af02d890e25350670c22e83aa960c38867fd66-prototype,PALAI,PaladinAI,base,virtuals,,0.0000,9795.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,30,,,581101936.13,58.11,3858303.31,0.39,3858303.31,0.39,3858303.31,0.39,3858303.31,0.39,0.00,0.00,0x6aa404870140a208a3a1e848e019d65ff4050aeb,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:50:22.851Z
0x7057ed74503a8215c7e48fceb77917fbe384c42e-prototype,FD,F DEX,base,virtuals,,0.0000,9787.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,17,,15.00,402409162.75,40.24,3448836.70,0.34,3448836.70,0.34,3448836.70,0.34,3448836.70,0.34,0.00,0.00,0x5f25b2eeb6b8d7884e9d83609587b78172dac0a5,0.50,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T17:06:03.070Z
0xf23722f5e7252c4a8a739ec1e85d0a64265ab218-prototype,CHILLB,CHILLBABY,base,virtuals,,0.0000,9756.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,4,,3.00,132101462.52,13.21,1863331.07,0.19,1863331.07,0.19,1863331.07,0.19,1863331.07,0.19,0.00,0.00,0x6903d70fcbe46615d37e21fc46a0bb08dac42ad0,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:54:36.326Z
sypher,SYPHER,Sypher,base,base,,0.0542,54246.00,54246.00,741.89,39732.00,,,0.00,-7.25,0.00,-47.20,0.00,-6.90,,0.1818,1000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T17:01:08.534Z
